contig	length_kb_after_refinement	contig_length_refined	lowest_taxon	provirus	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	Host_genus	Lifestyle_replidec	GOI_PAPS reductase	GOI_Levanase	GOI_Glucosyltransferase	GOI_PnuC	GOI_Chitinase	GOI_cysH	GOI_chitinase	GOI_levanase	GOI_pnuc	GOI_glucosyltransferase
NODE_A4_length_36641_cov_59.766710_BE_16557_sum_mid_d	36.641	FALSE	novel_genus_1_of_novel_subfamily_1_of_novel_family_4_of_novel_order_107_of_Caudoviricetes	No	56	36	2	Medium-quality	Genome-fragment	78.13	AAI-based (medium-confidence)	0	Gilliamella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A4_length_39615_cov_36.028479_NL_19104_aut_ile_d	39.615	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	53	8	0	Medium-quality	Genome-fragment	64.4	AAI-based (medium-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_A4_length_43482_cov_12.495703_DE_18029_spr_mid_d	43.482	FALSE	novel_genus_0_of_novel_subfamily_0_of_novel_family_1_of_novel_order_3_of_Caudoviricetes	No	58	3	1	Medium-quality	Genome-fragment	75.48	AAI-based (medium-confidence)	0	unknown	Temperate	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
NODE_A4_length_44865_cov_65.538894_PT_19412_spr_rec_d	44.865	FALSE	novel_genus_0_of_novel_subfamily_1_of_novel_family_30_of_novel_order_111_of_Caudoviricetes	No	67	29	0	Complete	High-quality	100	DTR (high-confidence)	0	Pseudomonas	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A4_length_45366_cov_94.656296_DE_18028_aut_rec_d	45.366	FALSE	novel_genus_5_of_novel_subfamily_0_of_novel_family_26_of_novel_order_111_of_Caudoviricetes	No	63	42	0	High-quality	High-quality	97.29	AAI-based (high-confidence)	0	unknown	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A4_length_61640_cov_572.171532_BE_16556_sum_rec_d	61.64	FALSE	novel_genus_6_of_novel_subfamily_2_of_novel_family_0_of_novel_order_115_of_Caudoviricetes	No	102	53	0	Complete	High-quality	100	DTR (high-confidence)	0	Rahnella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A4_length_63440_cov_172.443824_BE_16561_aut_rec_d	63.44	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	77	13	1	Complete	High-quality	100	DTR (high-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_A4_length_64621_cov_4243.825995_NL_19101_aut_rec_d	64.621	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	77	13	1	Complete	High-quality	100	DTR (high-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_A55_length_16122_cov_21.103708_BE_16560_aut_ile_d	16.122	FALSE	novel_genus_0_of_novel_subfamily_3_of_novel_family_2_of_novel_order_149_of_Caudoviricetes	No	31	6	0	Medium-quality	Genome-fragment	51.05	AAI-based (medium-confidence)	0	unknown	Virulent	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A5_length_34291_cov_248.072894_BE_16562_sum_mid_d	34.291	FALSE	novel_genus_10_of_novel_subfamily_0_of_novel_family_26_of_novel_order_111_of_Caudoviricetes	No	46	29	1	Medium-quality	Genome-fragment	71.15	AAI-based (medium-confidence)	0	Gilliamella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A5_length_38080_cov_26.980659_DE_18029_spr_mid_d	38.08	FALSE	novel_genus_0_of_novel_subfamily_0_of_novel_family_0_of_novel_order_142_of_Caudoviricetes	No	46	9	1	Medium-quality	Genome-fragment	65.68	HMM-based (lower-bound)	0	unknown	Temperate	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
NODE_A5_length_40335_cov_16.544314_PT_19407_aut_rec_d	40.335	FALSE	novel_genus_3_of_novel_subfamily_4_of_novel_family_10_of_novel_order_117_of_Caudoviricetes	No	51	34	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	Erwinia	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A5_length_52242_cov_651.958325_PT_19407_sum_rec_d	52.242	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_10_of_novel_order_95_of_Caudoviricetes	No	75	28	0	Medium-quality	Genome-fragment	70.6	HMM-based (lower-bound)	0	Bartonella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A6_length_38942_cov_26.674540_CH_17687_sum_rec_d	38.942	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_10_of_novel_order_95_of_Caudoviricetes	No	55	22	0	Medium-quality	Genome-fragment	55.17	HMM-based (lower-bound)	0	Bartonella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A6_length_40743_cov_100.681011_RO_17378_sum_rec_d	40.743	FALSE	novel_genus_3_of_Hendrixvirinae	No	60	31	0	Complete	High-quality	100	DTR (high-confidence)	0	Morganella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A6_length_41543_cov_184.493247_UK_14500_sum_ile_d	41.543	FALSE	novel_genus_8_of_Hendrixvirinae	No	68	46	0	Complete	High-quality	100	DTR (high-confidence)	0	Salmonella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A6_length_49611_cov_27.634695_NL_19104_aut_rec_d	49.611	FALSE	novel_genus_2_of_novel_subfamily_1_of_novel_family_1_of_novel_order_141_of_Caudoviricetes	No	72	5	0	Complete	High-quality	100	DTR (high-confidence)	0	unknown	Virulent	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A7_length_31456_cov_11.446254_FR_19768_sum_rec_d	31.456	FALSE	novel_genus_0_of_novel_subfamily_1_of_novel_family_26_of_novel_order_111_of_Caudoviricetes	No	46	23	0	Medium-quality	Genome-fragment	67.11	AAI-based (medium-confidence)	0	Citrobacter	Temperate	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
NODE_A7_length_38096_cov_109.990137_CH_17691_sum_rec_d	38.096	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	38	10	1	Medium-quality	Genome-fragment	61.45	AAI-based (medium-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_A7_length_46568_cov_35.150674_PT_19407_spr_rec_d	46.568	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	56	10	1	Medium-quality	Genome-fragment	65.71	HMM-based (lower-bound)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_A8_length_19460_cov_29.873188_NL_19100_sum_mid_d	19.46	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_7_of_novel_order_89_of_Caudoviricetes	No	43	14	1	Medium-quality	Genome-fragment	56.5	AAI-based (high-confidence)	0	unknown	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A8_length_39429_cov_27.847987_BE_16562_aut_mid_d	39.429	FALSE	novel_genus_2_of_novel_subfamily_0_of_novel_family_0_of_novel_order_107_of_Caudoviricetes	No	62	20	0	Medium-quality	Genome-fragment	87.87	AAI-based (medium-confidence)	0	UBA4096	Virulent	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A8_length_43022_cov_1099.402724_NL_19104_spr_rec_d	43.022	FALSE	novel_genus_1_of_novel_subfamily_1_of_novel_family_4_of_novel_order_107_of_Caudoviricetes	No	69	40	2	High-quality	High-quality	90.81	AAI-based (medium-confidence)	0	Gilliamella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A9_length_18805_cov_18.588424_RO_17378_spr_rec_d	18.805	FALSE	novel_genus_0_of_novel_subfamily_3_of_Peduoviridae	No	28	18	0	Medium-quality	Genome-fragment	59.05	AAI-based (medium-confidence)	0	Gilliamella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A9_length_30677_cov_18.036275_DE_18030_spr_rec_d	30.677	FALSE	novel_genus_2_of_novel_subfamily_1_of_novel_family_12_of_novel_order_90_of_Caudoviricetes	No	59	18	0	Medium-quality	Genome-fragment	67.52	AAI-based (high-confidence)	0	unknown	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A9_length_39063_cov_166.162905_FR_19767_sum_rec_d	39.063	FALSE	novel_genus_0_of_novel_subfamily_1_of_novel_family_18_of_novel_order_111_of_Caudoviricetes	No	53	32	0	High-quality	High-quality	90.26	AAI-based (medium-confidence)	0	Erwinia	Temperate	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
NODE_A9_length_40881_cov_644.335629_CH_17691_aut_ile_d	40.881	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_15_of_novel_order_99_of_Caudoviricetes	No	57	30	0	Complete	High-quality	100	DTR (high-confidence)	0	Ruminiclostridium	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_A9_length_44828_cov_24.026011_NL_19104_aut_rec_d	44.828	FALSE	novel_genus_0_of_novel_subfamily_0_of_novel_family_1_of_novel_order_144_of_Caudoviricetes	No	69	11	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	unknown	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_B1_length_139328_cov_58.339674_FR_19772_aut_rec_d	139.328	FALSE	novel_genus_0_of_novel_subfamily_8_of_Herelleviridae	No	144	56	2	High-quality	High-quality	93.45	AAI-based (medium-confidence)	0	unknown	Virulent	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
NODE_B1_length_44820_cov_61.222918_PT_19411_sum_rec_d	44.82	FALSE	novel_genus_0_of_novel_subfamily_0_of_novel_family_2_of_novel_order_166_of_Caudoviricetes	No	73	30	0	Medium-quality	Genome-fragment	58.91	HMM-based (lower-bound)	0	unknown	Temperate	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
NODE_B1_length_52594_cov_154.587467_DE_18032_sum_mid_d	52.594	FALSE	novel_genus_19_of_novel_subfamily_0_of_novel_family_28_of_novel_order_111_of_Caudoviricetes	No	81	40	1	Complete	High-quality	100	DTR (high-confidence)	0	Gilliamella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
NODE_B1_length_55411_cov_69.338707_RO_17381_sum_rec_d	55.411	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	61	13	1	Medium-quality	Genome-fragment	89.16	AAI-based (medium-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_B1_length_58070_cov_347.852189_BE_16559_aut_rec_d	58.07	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	69	12	1	High-quality	High-quality	93.85	AAI-based (medium-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_B2_length_50082_cov_24.287251_FR_19773_sum_rec_d	50.082	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	52	13	1	Medium-quality	Genome-fragment	80.62	AAI-based (medium-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_B2_length_61953_cov_117.692692_NL_19100_aut_rec_d	61.953	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	73	13	1	High-quality	High-quality	99.86	AAI-based (medium-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_B3_length_44225_cov_15.371614_BE_16563_aut_rec_d	44.225	FALSE	novel_genus_0_of_novel_subfamily_1_of_novel_family_26_of_novel_order_111_of_Caudoviricetes	No	62	35	0	High-quality	High-quality	94.28	AAI-based (medium-confidence)	0	unknown	Temperate	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
NODE_B3_length_64785_cov_40.610805_NL_19103_aut_rec_d	64.785	FALSE	novel_genus_1_of_novel_subfamily_0_of_novel_family_3_of_novel_order_91_of_Caudoviricetes	No	79	14	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	Bartonella	Temperate	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
NODE_C1_length_43381_cov_33.955385_DE_18033_spr_rec_d	43.381	FALSE	novel_genus_6_of_novel_subfamily_1_of_novel_family_4_of_novel_order_107_of_Caudoviricetes	No	68	37	2	High-quality	High-quality	92.7	AAI-based (medium-confidence)	0	Gilliamella	Temperate	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
